,name,notes,physicalAddress,postalAddress,dn,aliases,region,ntgGeographicDefinition,enrolment,enrolmentDataSource,description,religion,hasImage,preSchool,faftSchool,primarySchool,middleSchool,seniorSchool,telephoneNumber,businessCategories,ntgGazettedRegion,directorate,schoolElectorate,facsimileTelephoneNumber,councilMail,remoteDefinition,long,lat,uri,mail,preSchoolInfo,schoolManagement
31,Bees Creek Primary School,,"{'description': '20 Sattler Cres', 'state': 'NT', 'postCode': 'Freds Pass', 'displayAddress': '20 Sattler Cres, Freds Pass, NT'}","{'description': 'PO Box 1500', 'state': 'NT', 'postCode': 'Coolalinga, 0839', 'displayAddress': 'PO Box 1500, Coolalinga, 0839, NT'}","ou=Bees Creek Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Outer Regional,384,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 8983 3222,['Primary School'],,North ,Goyder,(08) 8983 3120,tba,Urban,131.0528,-12.5408,http://beescreekschool.com/,bees.creek@education.nt.gov.au,,"[{'firstName': 'Wendy', 'lastName': 'Jordan', 'position': 'Principal', 'email': 'wendy.jordan@education.nt.gov.au', 'phone': '(08) 8983 3222'}, {'firstName': 'Rachel', 'lastName': 'Webster', 'position': 'Business Manager', 'email': 'rachel.webster@education.nt.gov.au', 'phone': '(08) 8983 3222'}]"
32,Belyuen School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Belyuen', 'displayAddress': 'N/A, Belyuen, NT'}","{'description': 'PMB 2', 'state': 'NT', 'postCode': 'GPO Darwin, 0801', 'displayAddress': 'PMB 2, GPO Darwin, 0801, NT'}","ou=Belyuen School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au","['Delisaville', 'Delissaville']",Top End,Remote,22,2021 Census - 1st week August,not available,Government,True,True,True,True,False,False,(08) 8978 5085,['Small School'],,North,Daly,(08) 8978 5063,tba,Remote Category 2,130.701214,-12.5393,n/a,natasha.koroi@education.nt.gov.au,,"[{'firstName': 'Natasha', 'lastName': 'Koroi', 'position': 'Principal', 'email': 'natasha.koroi@education.nt.gov.au', 'phone': '(08) 8978 5085'}, {'firstName': 'Carmel', 'lastName': 'Pedersen', 'position': 'Administration Manager', 'email': 'carmel.pedersen@education.nt.gov.au', 'phone': '(08) 8901 4913'}]"
33,Berry Springs Pre School,,"{'description': '1150 Cox Peninsula Rd', 'state': 'NT', 'postCode': 'Berry Springs', 'displayAddress': '1150 Cox Peninsula Rd, Berry Springs, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Berry Springs Pre School,ou=Berry Springs Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8988 6006,['Preschool'],,,Daly,(08) 8988 6151,,,,,,,,[]
34,Berry Springs Primary School,,"{'description': '1150 Cox Peninsula Rd', 'state': 'NT', 'postCode': 'Berry Springs, 0838', 'displayAddress': '1150 Cox Peninsula Rd, Berry Springs, 0838, NT'}","{'description': 'PO Box 135', 'state': 'NT', 'postCode': 'Berry Springs, 0838', 'displayAddress': 'PO Box 135, Berry Springs, 0838, NT'}","ou=Berry Springs Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Outer Regional,244,2021 Census - 1st week August,n/a,Government,True,True,False,True,False,False,(08) 8988 6006,['Primary School'],,North ,Daly,(08) 8988 6151,tba,Urban,130.98749,-12.7159,http://berryspringsprimary.nt.edu.au/,berrysprings.primary@education.nt.gov.au,,"[{'firstName': 'Rebecca', 'lastName': 'Kellond', 'position': 'Business Manager', 'email': 'rebeccca.kellond@education.nt.gov.au', 'phone': '(08) 8988 6006'}, {'firstName': 'Carlie', 'lastName': 'Mamo', 'position': 'Principal', 'email': 'carlie.mamo@education.nt.gov.au', 'phone': '(08) 8988 6006'}]"
35,Bonya School,,"{'description': 'Community ID 26', 'state': 'NT', 'postCode': 'Orrtipa-Thurra (Bonya)', 'displayAddress': 'Community ID 26, Orrtipa-Thurra (Bonya), NT'}","{'description': 'PMB 69', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 69, via Alice Springs, 0872, NT'}","ou=Bonya School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au","['Ortippa Thura', 'Ortipetherre', 'Dortippa-Thurra Assoc', 'Baikal', 'Orrtipa-Thurra']",Central,Very Remote,8,2021 Census - 1st week August,not available,Government,False,True,False,True,True,False,(08) 8956 6352,['Small School'],,Central Australia,Namatjira,(08) 8956 6304,tba,Remote Category 3,136.16675,-22.77886,n/a,billie.coupland@education.nt.gov.au,,"[{'firstName': 'Billie', 'lastName': 'Coupland', 'position': 'Principal', 'email': 'billie.coupland@education.nt.gov.au', 'phone': '(08) 8956 6352'}, {'firstName': 'Sahil', 'lastName': 'Gusiya', 'position': 'Administration Manager', 'email': 'sahil.gusiya@education.nt.gov.au', 'phone': '(08) 895 11641'}]"
36,Borroloola Pre School,,"{'description': '321 Robinson Road', 'state': 'NT', 'postCode': 'Borroloola', 'displayAddress': '321 Robinson Road, Borroloola, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Borroloola Pre School,ou=Borroloola School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,,,2021 Census - 1st week August,,,False,False,False,False,False,False,(08) 89 758780,['Preschool'],,,Barkly,(08) 89758819,,,,,,,,[]
37,Borroloola School,,"{'description': '321 Robinson Rd', 'state': 'NT', 'postCode': 'Borroloola, 0854', 'displayAddress': '321 Robinson Rd, Borroloola, 0854, NT'}","{'description': 'PMB 5', 'state': 'NT', 'postCode': 'Borroloola, 0854', 'displayAddress': 'PMB 5, Borroloola, 0854, NT'}","ou=Borroloola School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Very Remote,179,2021 Census - 1st week August,N/A,Government,True,True,True,True,True,True,(08) 896 51800,['Remote School'],,North ,Barkly,(08) 8975 8819,tba,Remote Category 3,136.30649,-16.0582,https://www.borroloolaschool.nt.edu.au/,admin.borrosch@education.nt.gov.au,,"[{'firstName': 'Jane', 'lastName': 'Arnott', 'position': 'Principal', 'email': 'jane.arnott@education.nt.gov.au', 'phone': '(08) 896 51800'}, {'firstName': 'Annette', 'lastName': 'Bradford', 'position': 'Business Manager', 'email': 'annette.bradford@education.nt.gov.au', 'phone': '(08) 896 51800'}]"
38,Bradshaw Pre School,,"{'description': '23 Adamson Ave', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': '23 Adamson Ave, Alice Springs, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Bradshaw Pre School,ou=Bradshaw Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 895 52100,['Preschool'],,,Araluen,,,,,,,,,[]
39,Bradshaw Primary School,,"{'description': '23 Adamson Ave', 'state': 'NT', 'postCode': 'Alice Springs, 0870', 'displayAddress': '23 Adamson Ave, Alice Springs, 0870, NT'}","{'description': 'PO Box 1744', 'state': 'NT', 'postCode': 'ALICE SPRINGS, 0871', 'displayAddress': 'PO Box 1744, ALICE SPRINGS, 0871, NT'}","ou=Bradshaw Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,548,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 895 52100,['Primary School'],,Central Australia,Araluen,,tba,Urban,133.8595,-23.7085,https://www.bradshawprimary.nt.edu.au/,bradshaw.school@education.nt.gov.au,,"[{'firstName': 'Amit', 'lastName': 'Kundu', 'position': 'Principal', 'email': 'amit.kundu1@education.nt.gov.au', 'phone': '(08) 895 52100'}, {'firstName': 'Melanie', 'lastName': 'Shaw', 'position': 'Administrration Manager', 'email': 'melanie.shaw@education.nt.gov.au', 'phone': '(08) 895 52100'}]"
40,Braitling Pre School,,"{'description': '80 Head St', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': '80 Head St, Alice Springs, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Braitling Pre School,ou=Braitling Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8985 8511,['Preschool'],,,Braitling,,,,,,,,,[]
41,Braitling Primary School,,"{'description': '80 Head St', 'state': 'NT', 'postCode': 'Alice Springs, 0870', 'displayAddress': '80 Head St, Alice Springs, 0870, NT'}","{'description': 'PO Box  1669', 'state': 'NT', 'postCode': 'ALICE SPRINGS, 0871', 'displayAddress': 'PO Box  1669, ALICE SPRINGS, 0871, NT'}","ou=Braitling Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,266,2021 Census - 1st week August,not available,Government,True,True,True,True,False,False,(08) 895 85111,['Primary School'],,Central Australia,Braitling,,tba,Urban,133.86684,-23.67838,http://www.braitlingprimary.nt.edu.au,admin.braitsch@education.nt.gov.au,,"[{'firstName': 'Ali', 'lastName': 'Donaldson', 'position': 'Principal', 'email': 'ali.donaldson@education.nt.gov.au', 'phone': '(08) 895 85111'}, {'firstName': 'Sarah', 'lastName': 'Robertson', 'position': 'Administration Manager', 'email': 'sarah.robertson1@education.nt.gov.au', 'phone': '(08) 895 85111'}]"
42,Bulla Camp School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Bulla', 'displayAddress': 'N/A, Bulla, NT'}","{'description': 'PMB 89', 'state': 'NT', 'postCode': 'Katherine, 0851', 'displayAddress': 'PMB 89, Katherine, 0851, NT'}","ou=Bulla Camp School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Gudabijin'],Big Rivers,Very Remote,11,2021 Census - 1st week August,not available,Government,True,True,False,True,True,False,(08) 9167 8957,['Small School'],,North,Gwoja,(08) 9168 7325,n/a,Remote Category 3,130.04,-15.7691,n/a,jenine.williams@education.nt.gov.au,,"[{'firstName': 'Nitha', 'lastName': 'Jose', 'position': 'Administration Manager', 'email': 'nitha.jose1@education.nt.gov.au', 'phone': '(08) 897 25347'}, {'firstName': 'Jenine', 'lastName': 'Williams', 'position': 'Principal', 'email': 'jenine.williams@education.nt.gov.au', 'phone': '(08) 9167 8957'}]"
43,Bulman School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Bulman', 'displayAddress': 'N/A, Bulman, NT'}","{'description': 'PMB 13', 'state': 'NT', 'postCode': 'Katherine, 0851', 'displayAddress': 'PMB 13, Katherine, 0851, NT'}","ou=Bulman School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au","['Gulin Gulin', 'Mardrulk', 'Yulngu']",Big Rivers,Very Remote,60,2021 Census - 1st week August,not available,Government,True,True,False,True,True,True,(08) 8975 4707,['Small School'],,North,Arnhem,(08) 8975 4743,n/a,Remote Category 3,134.33036,-13.66483,n/a,irene.singleton@education.nt.gov.au,,"[{'firstName': 'Chelsea', 'lastName': 'Grahek', 'position': 'Administration Manager', 'email': 'chelsea.grahek3@education.nt.gov.au', 'phone': '(08) 897 25358'}, {'firstName': 'Irene', 'lastName': 'Singleton', 'position': 'Principal', 'email': 'irene.singleton@education.nt.gov.au', 'phone': '(08) 8975 4707'}]"
44,Callistemon House,,"{'description': '80 Callistemon Dr', 'state': 'NT', 'postCode': 'Katherine East, 0850', 'displayAddress': '80 Callistemon Dr, Katherine East, 0850, NT'}","{'description': 'PO Box 1971', 'state': 'NT', 'postCode': 'Katherine East, 0851', 'displayAddress': 'PO Box 1971, Katherine East, 0851, NT'}","ou=Callistemon House,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Remote Australia,,2021 Census - 1st week August,n/a,Government,True,False,False,False,False,False,(08) 8972 3212,['Other School'],,North,Katherine,8972 3233,n/a,Urban,132.2853853,-14.4615068,https://callistemonhouse.nt.edu.au/,admin.callistemon@education.nt.gov.au,,"[{'firstName': 'Jenny', 'lastName': 'Carroll', 'position': 'Administration Manager', 'email': 'jenny.carroll@education.nt.gov.au', 'phone': '(08) 897 25319'}, {'firstName': 'Jayme', 'lastName': 'Kot', 'position': 'Principal', 'email': 'jayme.kot@education.nt.gov.au', 'phone': '(08) 8972 3212'}]"
45,Canteen Creek School,,"{'description': 'N/a', 'state': 'NT', 'postCode': 'Canteen Creek', 'displayAddress': 'N/a, Canteen Creek, NT'}","{'description': 'PMB 105', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 105, via Alice Springs, 0872, NT'}","ou=Canteen Creek School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Barkly,Very Remote,35,2021 Census - 1st week August,n/a,Government,False,True,True,True,True,True,(08) 8964 1505,['Small School'],,Central Australia,Barkly,(08) 8964 1505,n/a,Remote Category 3,135.584506,-20.644769,n/a,admin.cantesch@education.nt.gov.au,,"[{'firstName': 'Natalie', 'lastName': 'Law', 'position': 'Principal', 'email': 'natalie.law@education.nt.gov.au', 'phone': '(08) 8964 1505'}, {'firstName': 'Julie', 'lastName': 'Marsh', 'position': 'Business Manager', 'email': 'julie.marsh1@education.nt.gov.au', 'phone': '(08) 896 32065'}]"
46,Casuarina Senior College,,"{'description': '61 Parer Dr', 'state': 'NT', 'postCode': 'Moil, 0810', 'displayAddress': '61 Parer Dr, Moil, 0810, NT'}","{'description': 'PO Box  40196', 'state': 'NT', 'postCode': 'CASUARINA, 0811', 'displayAddress': 'PO Box  40196, CASUARINA, 0811, NT'}","ou=Casuarina Senior College,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,858,2021 Census - 1st week August,not available,Government,True,False,False,False,False,True,(08) 898 37300,['Senior School'],,North ,Johnston,(08) 8928 0020,tba,Urban,130.87897,-12.38361,http://www.casuarinaseniorcollege.com.au/,csc.admin@education.nt.gov.au,,"[{'firstName': 'Glenn', 'lastName': 'Dixon', 'position': 'Principal', 'email': 'glenn.dixon@education.nt.gov.au', 'phone': '(08) 898 37300'}, {'firstName': 'Tracy', 'lastName': 'McKay', 'position': 'Administration Manager', 'email': 'tracy.mckcay@education.nt.gov.au', 'phone': '(08) 898 37300'}]"
47,Casuarina Street Pre School,,"{'description': 'Casuarina St', 'state': 'NT', 'postCode': 'Katherine East', 'displayAddress': 'Casuarina St, Katherine East, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Casuarina Street Pre School,ou=Casuarina Street Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 897 33800,['Preschool'],,,Katherine,(08) 8972 3791,,,,,,,,[]
48,Casuarina Street Primary School,,"{'description': 'Casuarina St', 'state': 'NT', 'postCode': 'Katherine East, 0850', 'displayAddress': 'Casuarina St, Katherine East, 0850, NT'}","{'description': 'PO Box 1046', 'state': 'NT', 'postCode': 'KATHERINE, 0851', 'displayAddress': 'PO Box 1046, KATHERINE, 0851, NT'}","ou=Casuarina Street Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Remote,421,2021 Census - 1st week August,not available,Government,False,True,False,True,False,False,(08) 897 33800,['Primary School'],,North ,Katherine,(08) 8972 3791,tba,Urban,132.29644,-14.466,https://casuarinastreet.com.au/,casuarina.admin@education.nt.gov.au,,"[{'firstName': 'Jodie', 'lastName': 'Fisher', 'position': 'Business Manager', 'email': 'jodie.fisher@education.nt.gov.au', 'phone': '(08) 897 33800'}, {'firstName': 'Renez', 'lastName': 'Lammon', 'position': 'Principal', 'email': 'renez.lammon@education.nt.gov.au', 'phone': '(08) 897 33800'}]"
49,Centralian Middle School,,"{'description': '56 Milner Rd', 'state': 'NT', 'postCode': 'Alice Springs, 0870', 'displayAddress': '56 Milner Rd, Alice Springs, 0870, NT'}","{'description': 'PO Box 1771', 'state': 'NT', 'postCode': 'ALICE SPRINGS, 0871', 'displayAddress': 'PO Box 1771, ALICE SPRINGS, 0871, NT'}","ou=Centralian Middle School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,350,2021 Census - 1st week August,not available,Government,False,False,False,False,True,False,(08) 895 52333,['Middle School'],,Central Australia,Araluen,(08) 8952 6614,tba,Urban,133.8664,-23.709,http://cms.nt.edu.au,centralian.middle@education.nt.gov.au,,"[{'firstName': 'Simon', 'lastName': 'Rowlands', 'position': 'Principal', 'email': 'simon.rowlands@education.nt.gov.au', 'phone': '(08) 895 52333'}, {'firstName': 'Brenda', 'lastName': 'Savage', 'position': 'Business Manager', 'email': 'brenda.savage1@education.nt.gov.au', 'phone': '(08) 895 52317'}]"
50,Centralian Senior College,,"{'description': '10 Grevillea Drive', 'state': 'NT', 'postCode': 'Alice Springs, 0870', 'displayAddress': '10 Grevillea Drive, Alice Springs, 0870, NT'}","{'description': 'PO Box 4856', 'state': 'NT', 'postCode': 'ALICE SPRINGS, 0871', 'displayAddress': 'PO Box 4856, ALICE SPRINGS, 0871, NT'}","ou=Centralian Senior College,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,399,2021 Census - 1st week August,not available,Government,True,False,False,False,False,True,(08) 895 85000,['Senior School'],,Central Australia,Braitling,08 8952 1256,tba,Urban,133.8953,-23.6979,HTTP://centralianseniorcollege.com.au,admin.centraliansc@education.nt.gov.au,,"[{'firstName': 'Joanne', 'lastName': 'Alford', 'position': 'Principal', 'email': 'joanne.alford@education.nt.gov.au', 'phone': '(08) 895 85000'}]"
51,Clyde Fenton Pre School,,"{'description': '101 Giles St', 'state': 'NT', 'postCode': 'Katherine', 'displayAddress': '101 Giles St, Katherine, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Clyde Fenton Pre School,ou=Clyde Fenton Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 897 33855,['Preschool'],,,Katherine,,,,,,,,,[]
52,Clyde Fenton Primary School,,"{'description': '101 Giles St', 'state': 'NT', 'postCode': 'Katherine, 0850', 'displayAddress': '101 Giles St, Katherine, 0850, NT'}","{'description': 'PO Box 421', 'state': 'NT', 'postCode': 'KATHERINE, 0851', 'displayAddress': 'PO Box 421, KATHERINE, 0851, NT'}","ou=Clyde Fenton Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Remote,192,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 897 33844,['Primary School'],,North ,Katherine,,tba,Urban,132.27042,-14.4512,https://cfs.nt.edu.au/,admin.clydesch@education.nt.gov.au,,"[{'firstName': 'Kelly', 'lastName': 'Angel', 'position': 'Business Manager', 'email': 'kelly.angel1@education.nt.gov.au', 'phone': '(08) 897 33844'}, {'firstName': 'Jeff', 'lastName': 'Parker', 'position': 'Principal', 'email': 'Jeff.parker@education.nt.gov.au', 'phone': '(08) 897 33844'}]"
53,Darwin High School,,"{'description': '10 Atkins Dr', 'state': 'NT', 'postCode': 'The Gardens, 0820', 'displayAddress': '10 Atkins Dr, The Gardens, 0820, NT'}","{'description': 'Bullocky Point', 'state': 'NT', 'postCode': 'DARWIN, 0820', 'displayAddress': 'Bullocky Point, DARWIN, 0820, NT'}","ou=Darwin High School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,1219,2021 Census - 1st week August,not available,Government,True,False,False,False,False,True,(08) 899 91222,['Senior School'],,North ,Fannie Bay,(08) 8981 2137,tba,Urban,130.83398,-12.43893,http://www.darwinhigh.nt.edu.au,darwin.high@education.nt.gov.au,,"[{'firstName': 'Jill', 'lastName': 'Hazeldine', 'position': 'Principal', 'email': 'jill.hazeldine1@education.nt.gov.au', 'phone': '(08) 899 91222'}]"
54,Darwin Languages Centre,,"{'description': '1 Nemarluk Dr, Ludmilla', 'state': 'NT', 'postCode': 'NT', 'displayAddress': '1 Nemarluk Dr, Ludmilla, NT, NT'}","{'description': 'P O Box 822', 'state': 'NT', 'postCode': 'Nightcliff, 0814', 'displayAddress': 'P O Box 822, Nightcliff, 0814, NT'}","ou=Darwin Languages Centre,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,,2021 Census - 1st week August,n/a,Government,True,False,False,False,False,False,(08) 899 77000,['Other School'],,North,Fannie Bay,,tba,Urban,130.8536697,-12.4223633,https://ntschools-dedlcl.libguides.com/dlc,dlc.nt@education.nt.gov.au,,"[{'firstName': 'Kevin', 'lastName': 'Northcote', 'position': 'Principal', 'email': 'kevin.northcote@education.nt.gov.au', 'phone': '(08) 899 77001'}]"
